Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:1904221	negative regulation of serine C-palmitoyltransferase activity	gene	1352369	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	39,921,041	39,927,601	Ensembl, MGI, Ensembl	Ensembl,MGI	PMID:28275141 PMID:31880535 	  (MGI:5926671|PMID:28275141),  (MGI:6393026|PMID:31880535)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1317074	ANXA8	annexin A8	protein-coding	involved_in	IDA	10	47,467,993	47,991,796	GO_Central, GO_Central, UniProt, UniProt	GO_Central,UniProt	PMID:2530088 PMID:21873635 	  (PMID:21873635),  (PMID:2530088)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1354199	ANXA8L1	annexin A8 like 1	protein-coding	involved_in	IBA	10	46,375,776	46,391,778	UniProt, UniProt, GO_Central, GO_Central	UniProt,GO_Central	PMID:2530088 PMID:21873635 	  (PMID:2530088),  (PMID:21873635)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1603411	CR1	complement C3b/C4b receptor 1 (Knops blood group)	protein-coding	involved_in	IDA	 1	207,496,157	207,641,765	UniProt, UniProt	UniProt	PMID:6910481 	  (PMID:6910481)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1346116	MIR19B1	microRNA 19b-1	ncrna	involved_in	IDA	13	91,351,192	91,351,278	BHF-UCL	BHF-UCL	PMID:24998411 	  (PMID:24998411)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1347760	MIR19B2	microRNA 19b-2	ncrna	involved_in	IDA	  X	134,169,671	134,169,766	BHF-UCL	BHF-UCL	PMID:24998411 	  (PMID:24998411)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1349357	SERPINA1	serpin family A member 1	protein-coding		ISO	14	94,376,747	94,390,635	RGD	RGD	PMID:19240864 	
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1350719	SPINK1	serine peptidase inhibitor Kazal type 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 5	147,824,582	147,839,196	Ensembl, Ensembl, MGI, RGD	Ensembl,MGI,RGD	PMID:12771515 PMID:20110462 PMID:22228629 	  (MGI:4442135|PMID:20110462),  (MGI:5428115|PMID:22228629)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1349585	SPINK2	serine peptidase inhibitor Kazal type 2	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 4	56,809,860	56,821,869	GO_Central, GO_Central, MGI	GO_Central,MGI	PMID:21705336 PMID:21873635 	  (PMID:21873635),  (MGI:5287926|PMID:21705336)
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1315213	SPINK5	serine peptidase inhibitor Kazal type 5	protein-coding	involved_in	IEA	 5	148,063,980	148,137,382	Ensembl, Ensembl	Ensembl	 	
Human	GO:1900004	negative regulation of serine-type endopeptidase activity	gene	1351307	SPINK6	serine peptidase inhibitor Kazal type 6	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 5	148,202,778	148,215,137	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:24352040 	  (MGI:5560845|PMID:24352040)
Human	GO:1902572	negative regulation of serine-type peptidase activity	gene	1315213	SPINK5	serine peptidase inhibitor Kazal type 5	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 5	148,063,980	148,137,382	GO_Central, GO_Central, Ensembl, MGI	GO_Central,Ensembl,MGI	PMID:20179351 PMID:21873635 	  (PMID:21873635),  (MGI:4440399|PMID:20179351)
Human	GO:1902572	negative regulation of serine-type peptidase activity	gene	1351307	SPINK6	serine peptidase inhibitor Kazal type 6	protein-coding	involved_in	IBA	 5	148,202,778	148,215,137	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:1901670	negative regulation of superoxide dismutase activity	gene	1604187	H19	H19 imprinted maternally expressed transcript	ncrna	acts_upstream_of	IMP	11	1,995,176	2,001,466	ARUK-UCL	ARUK-UCL	PMID:31574452 	  (PMID:31574452)
Human	GO:1901670	negative regulation of superoxide dismutase activity	gene	1349265	MIR21	microRNA 21	ncrna	involved_in	IDA	17	59,841,266	59,841,337	BHF-UCL	BHF-UCL	PMID:22836756 	  (PMID:22836756)
Human	GO:1901670	negative regulation of superoxide dismutase activity	gene	2290195	MIR675	microRNA 675	ncrna	acts_upstream_of	IDA	11	1,996,759	1,996,831	ARUK-UCL	ARUK-UCL	PMID:31574452 	  (PMID:31574452)
Human	GO:1902948	negative regulation of tau-protein kinase activity	gene	737487	IFNG	interferon gamma	protein-coding	involved_in	IGI	12	68,154,768	68,159,740	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:19808651 	  (PMID:19808651)
Human	GO:1902948	negative regulation of tau-protein kinase activity	gene	1351642	MIR219A1	microRNA 219a-1	ncrna	involved_in	IDA	 6	33,207,835	33,207,944	ARUK-UCL	ARUK-UCL	PMID:30556160 	  (PMID:30556160)
Human	GO:1902948	negative regulation of tau-protein kinase activity	gene	1353680	MIR219A2	microRNA 219a-2	ncrna	involved_in	IDA	 9	128,392,618	128,392,714	ARUK-UCL	ARUK-UCL	PMID:30556160 	  (PMID:30556160)
Human	GO:1902948	negative regulation of tau-protein kinase activity	gene	731712	RB1	RB transcriptional corepressor 1	protein-coding	involved_in	ISS	13	48,303,751	48,481,890	ARUK-UCL, Ensembl, ARUK-UCL	ARUK-UCL,Ensembl	PMID:24027266 	  (PMID:24027266)
Human	GO:1902948	negative regulation of tau-protein kinase activity	gene	1322123	SORL1	sortilin related receptor 1	protein-coding	involved_in	ISS	11	121,452,314	121,633,763	Alzheimers_University_of_Toronto, Ensembl, Alzheimers_University_of_Toronto	Alzheimers_University_of_Toronto,Ensembl	 	
Human	GO:0051974	negative regulation of telomerase activity	gene	1314323	CERS1	ceramide synthase 1	protein-coding	involved_in	IDA	19	18,868,545	18,896,982	UniProt, UniProt	UniProt	PMID:17548428 	  (PMID:17548428)
Human	GO:0051974	negative regulation of telomerase activity	gene	1312517	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	protein-coding	NOT|involved_in	IDA	16	13,920,154	13,952,348	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18812185 	  (PMID:18812185)
Human	GO:0051974	negative regulation of telomerase activity	gene	1323153	MCRS1	microspherule protein 1	protein-coding	involved_in	IDA	12	49,558,299	49,568,142	BHF-UCL, BHF-UCL	BHF-UCL	PMID:15044100 	  (PMID:15044100)
Human	GO:0051974	negative regulation of telomerase activity	gene	736443	MEN1	menin 1	protein-coding	involved_in	IMP	11	64,803,516	64,811,294	UniProt, UniProt	UniProt	PMID:12837246 	  (PMID:12837246)
Human	GO:0051974	negative regulation of telomerase activity	gene	1316743	PIF1	PIF1 5'-to-3' DNA helicase	protein-coding	involved_in	IDA	15	64,815,632	64,827,062	HGNC-UCL, HGNC-UCL	HGNC-UCL	PMID:16522649 	  (PMID:16522649)
Human	GO:0051974	negative regulation of telomerase activity	gene	1606271	PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1	protein-coding	involved_in	NAS	 8	10,764,961	10,839,875	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11701125 PMID:21119197 PMID:26194824 	  (PMID:11701125), (PMID:21119197),  (PMID:26194824)
Human	GO:0051974	negative regulation of telomerase activity	gene	1345145	PML	PML nuclear body scaffold	protein-coding	involved_in	IMP	15	73,994,716	74,047,827	UniProt, UniProt	UniProt	PMID:19567472 	  (PMID:19567472)
Human	GO:0051974	negative regulation of telomerase activity	gene	1344340	POT1	protection of telomeres 1	protein-coding	involved_in	IDA	 7	124,822,386	124,929,825	GO_Central, GO_Central, BHF-UCL, BHF-UCL	GO_Central,BHF-UCL	PMID:15632080 PMID:21873635 	  (PMID:21873635),  (PMID:15632080)
Human	GO:0051974	negative regulation of telomerase activity	gene	69168	PPARG	peroxisome proliferator activated receptor gamma	protein-coding	involved_in	ISO	 3	12,287,368	12,434,344	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:16556873 	
Human	GO:0051974	negative regulation of telomerase activity	gene	1350530	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	protein-coding	involved_in	IMP	20	37,344,699	37,406,050	BHF-UCL, BHF-UCL	BHF-UCL	PMID:21531765 	  (PMID:21531765)
Human	GO:0051974	negative regulation of telomerase activity	gene	2801979	TEN1	TEN1 subunit of CST complex	protein-coding	involved_in	IEA	17	75,979,240	76,000,586	GOC, GOC	GOC	 	
Human	GO:0051974	negative regulation of telomerase activity	gene	1323104	TERF1	telomeric repeat binding factor 1	protein-coding	involved_in	IGI	 8	73,008,864	73,048,123	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11971978 	  (PMID:11971978)
Human	GO:0051974	negative regulation of telomerase activity	gene	70502	TP53	tumor protein p53	protein-coding	involved_in	IDA	17	7,668,421	7,687,490	BHF-UCL, BHF-UCL	BHF-UCL	PMID:10597287 	  (PMID:10597287)
Human	GO:1905662	negative regulation of telomerase RNA reverse transcriptase activity	gene	1604647	PARP3	poly(ADP-ribose) polymerase family member 3	protein-coding	involved_in	IMP	 3	51,942,363	51,948,867	BHF-UCL, BHF-UCL	BHF-UCL	PMID:24528514 	  (PMID:24528514)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1343744	BAG2	BAG cochaperone 2	protein-coding	involved_in	IDA	 6	57,172,326	57,189,833	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:16207813 	  (PMID:16207813)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	737039	CDKN2A	cyclin dependent kinase inhibitor 2A	protein-coding	involved_in	IDA	 9	21,967,752	21,995,324	CAFA, CAFA	CAFA	PMID:18560357 	  (PMID:18560357)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1319734	FBXO5	F-box protein 5	protein-coding	involved_in	IMP	 6	152,970,535	152,983,579	UniProt, UniProt	UniProt	PMID:11988738 PMID:16921029 PMID:23708605 PMID:29875408 	  (PMID:11988738), (PMID:16921029),  (PMID:23708605), (PMID:29875408)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1322050	MAD2L1	mitotic arrest deficient 2 like 1	protein-coding	involved_in	IDA	 4	120,055,623	120,066,848	UniProt, UniProt	UniProt	PMID:11459825 	  (PMID:11459825)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1316729	MAD2L2	mitotic arrest deficient 2 like 2	protein-coding	involved_in	IDA	 1	11,674,480	11,691,830	UniProt, UniProt	UniProt	PMID:11459826 	  (PMID:11459826)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1318594	RPL11	ribosomal protein L11	protein-coding	involved_in	IMP	 1	23,691,779	23,696,835	CAFA, CAFA	CAFA	PMID:18560357 	  (PMID:18560357)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1354324	RPL23	ribosomal protein L23	protein-coding	involved_in	IDA	17	38,847,860	38,853,721	CAFA, CAFA	CAFA	PMID:15314173 	  (PMID:15314173)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	731374	RPL37	ribosomal protein L37	protein-coding	involved_in	IEA	 5	40,825,262	40,835,222	GOC, GOC	GOC	 	
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	731697	RPL5	ribosomal protein L5	protein-coding	involved_in	IDA	 1	92,831,986	92,841,924	CAFA, CAFA	CAFA	PMID:18560357 	  (PMID:18560357)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	736357	RPS15	ribosomal protein S15	protein-coding	involved_in	IEA	19	1,438,396	1,440,495	GOC, GOC	GOC	 	
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	736603	RPS20	ribosomal protein S20	protein-coding	involved_in	IEA	 8	56,067,254	56,074,506	GOC, GOC	GOC	 	
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1348295	RPS7	ribosomal protein S7	protein-coding	involved_in	IDA	 2	3,575,260	3,580,920	CAFA, CAFA	CAFA	PMID:17310983 	  (PMID:17310983)
Human	GO:1904667	negative regulation of ubiquitin protein ligase activity	gene	1317864	USP44	ubiquitin specific peptidase 44	protein-coding	involved_in	IMP	12	95,516,560	95,551,681	UniProt, UniProt	UniProt	PMID:17443180 	  (PMID:17443180)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1342972	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	protein-coding	involved_in,acts_upstream_of_or_within	IDA	 9	130,713,043	130,887,675	ParkinsonsUK-UCL, MGI, ParkinsonsUK-UCL, MGI	ParkinsonsUK-UCL,MGI	PMID:20823226 PMID:23626584 PMID:24522549 	  (PMID:23626584), (PMID:24522549),  (PMID:20823226)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1321985	BAG5	BAG cochaperone 5	protein-coding	involved_in	IEA	14	103,556,551	103,562,657	BHF-UCL, BHF-UCL, Ensembl	BHF-UCL,Ensembl	PMID:15603737 	  (PMID:15603737)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1316316	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding	involved_in	IDA	15	40,161,069	40,221,123	ComplexPortal, ComplexPortal	ComplexPortal	PMID:11535616 	  (PMID:11535616)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1315390	BUB3	BUB3 mitotic checkpoint protein	protein-coding	involved_in	IDA	10	123,154,402	123,170,467	ComplexPortal, ComplexPortal	ComplexPortal	PMID:11535616 	  (PMID:11535616)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	731833	CDC20	cell division cycle 20	protein-coding	involved_in	IDA	 1	43,358,981	43,363,203	ComplexPortal, ComplexPortal	ComplexPortal	PMID:11535616 	  (PMID:11535616)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	737039	CDKN2A	cyclin dependent kinase inhibitor 2A	protein-coding	involved_in	ISS	 9	21,967,752	21,995,324	BHF-UCL, BHF-UCL	BHF-UCL	 	
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1344833	DTX3L	deltex E3 ubiquitin ligase 3L	protein-coding	involved_in	IMP	 3	122,564,338	122,575,203	UniProt, UniProt	UniProt	PMID:24790097 	  (PMID:24790097)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1319734	FBXO5	F-box protein 5	protein-coding	involved_in	IDA	 6	152,970,535	152,983,579	UniProt, UniProt	UniProt	PMID:23708001 	  (PMID:23708001)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	732406	LIMK1	LIM domain kinase 1	protein-coding	involved_in	IDA	 7	74,083,804	74,122,525	BHF-UCL, BHF-UCL	BHF-UCL	PMID:17512523 	  (PMID:17512523)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1322050	MAD2L1	mitotic arrest deficient 2 like 1	protein-coding	involved_in	IDA	 4	120,055,623	120,066,848	ComplexPortal, ComplexPortal	ComplexPortal	PMID:11535616 	  (PMID:11535616)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1344212	PARK7	Parkinsonism associated deglycase	protein-coding	involved_in	IDA	 1	7,961,711	7,985,505	ParkinsonsUK-UCL, ParkinsonsUK-UCL	ParkinsonsUK-UCL	PMID:24899725 	  (PMID:24899725)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	731724	PSEN1	presenilin 1	protein-coding	involved_in	IEA	14	73,136,417	73,223,691	Ensembl, Ensembl	Ensembl	 	
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	733569	PSEN2	presenilin 2	protein-coding	involved_in	ISO	 1	226,870,616	226,903,668	BHF-UCL	BHF-UCL	PMID:20208556 	  (MGI:4887523|PMID:20208556)
Human	GO:0051444	negative regulation of ubiquitin-protein transferase activity	gene	1344957	SMAD7	SMAD family member 7	protein-coding	involved_in	IDA	18	48,919,853	48,950,965	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18593713 	  (PMID:18593713)
Human	GO:2000157	negative regulation of ubiquitin-specific protease activity	gene	1344212	PARK7	Parkinsonism associated deglycase	protein-coding	involved_in	IDA	 1	7,961,711	7,985,505	ParkinsonsUK-UCL, ParkinsonsUK-UCL	ParkinsonsUK-UCL	PMID:21097510 	  (PMID:21097510)
Human	GO:2000157	negative regulation of ubiquitin-specific protease activity	gene	1606294	UBXN1	UBX domain protein 1	protein-coding	involved_in	IDA	11	62,676,500	62,679,073	ParkinsonsUK-UCL, ParkinsonsUK-UCL	ParkinsonsUK-UCL	PMID:21135095 	  (PMID:21135095)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1317948	ACP4	acid phosphatase 4	protein-coding	involved_in	IBA	19	50,790,415	50,795,219	UniProt, GO_Central, UniProt, GO_Central	UniProt,GO_Central	PMID:15219672 PMID:21873635 	  (PMID:15219672),  (PMID:21873635)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1321979	DUSP10	dual specificity phosphatase 10	protein-coding	involved_in	IDA	 1	221,701,424	221,742,089	BHF-UCL, BHF-UCL	BHF-UCL	PMID:10391943 	  (PMID:10391943)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1345861	DUSP3	dual specificity phosphatase 3	protein-coding	involved_in	ISS	17	43,766,125	43,778,977	BHF-UCL, BHF-UCL	BHF-UCL	PMID:28759036 	  (PMID:28759036)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1343639	PTPN1	protein tyrosine phosphatase non-receptor type 1	protein-coding	involved_in	IEA	20	50,510,383	50,585,241	BHF-UCL, BHF-UCL, Ensembl	BHF-UCL,Ensembl	 	
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1314242	PTPRB	protein tyrosine phosphatase receptor type B	protein-coding	involved_in	IBA	12	70,515,870	70,637,429	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1345629	PTPRH	protein tyrosine phosphatase receptor type H	protein-coding	involved_in	IEA	19	55,181,247	55,209,501	Ensembl, Ensembl	Ensembl	 	
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	736433	PTPRJ	protein tyrosine phosphatase receptor type J	protein-coding	involved_in	ISO	11	47,980,559	48,170,839	CACAO	CACAO	PMID:26063811 	  (MGI:6379079|PMID:26063811)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	731757	PTPRO	protein tyrosine phosphatase receptor type O	protein-coding	involved_in	IBA	12	15,322,508	15,598,331	GO_Central, Ensembl, GO_Central	GO_Central,Ensembl	PMID:21873635 	  (PMID:21873635)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1345897	PTPRQ	protein tyrosine phosphatase receptor type Q	protein-coding	involved_in	IBA	12	80,444,235	80,680,273	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	gene	1320107	PTPRT	protein tyrosine phosphatase receptor type T	protein-coding	involved_in	IDA	20	42,031,890	43,189,906	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:24846175 	  (PMID:24846175)
